Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,house_age,total_bathrooms,total_area,quality_score
270,20,RL,69.0,7917.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6.0,7.0,1976,1976,Hip,CompShg,HdBoard,HdBoard,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751.0,Unf,0,392.0,1143,GasA,TA,Y,SBrkr,1113.0,0,0,1113.0,1.0,0,1,1,3.0,1,TA,6,Typ,1.0,Attchd,1987.0,RFn,1.0,504.0,TA,Gd,Y,370,30,0,0,0,0,0,5,2007,WD,Normal,148000.0,31.0,2.5,2256.0,42.0
271,60,FV,84.0,10728.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0,1095.0,1095,GasA,Gd,Y,SBrkr,1095.0,844,0,1939.0,0.0,0,2,1,3.0,1,Gd,8,Typ,1.0,Attchd,2006.0,RFn,3.0,938.25,TA,TA,Y,192,51,0,0,0,0,0,8,2006,New,Partial,266000.0,0.0,2.5,3034.0,40.0
272,20,RL,73.0,17673.5,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7.0,7.0,1954,2005,Flat,Membran,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226.0,GLQ,0,96.0,1385,GasA,Ex,Y,SBrkr,1363.0,0,0,1363.0,1.0,0,1,0,2.0,1,TA,5,Mod,2.0,Attchd,1954.0,Unf,2.0,439.0,TA,TA,Y,81,0,0,0,0,0,0,4,2008,WD,Normal,241500.0,54.0,2.0,2748.0,49.0
273,60,RL,92.0,11764.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,7.0,1999,2007,Gable,CompShg,VinylSd,VinylSd,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,0,628.0,1152,GasA,Ex,Y,SBrkr,1164.0,1106,0,2270.0,0.0,0,2,1,4.0,1,Gd,9,Typ,1.0,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,132,57,0,0,0,0,0,4,2010,WD,Normal,290000.0,11.0,2.5,3422.0,56.0
274,20,RL,80.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6.0,6.0,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,183.0,TA,TA,CBlock,TA,TA,No,Rec,620.0,LwQ,0,0.0,1240,GasA,Gd,Y,SBrkr,1632.0,0,0,1632.0,1.0,0,2,0,3.0,1,TA,6,Min1,1.0,Attchd,1958.0,RFn,1.0,338.0,TA,TA,Y,289,0,0,0,0,0,0,4,2009,WD,Normal,139000.0,51.0,3.0,2872.0,36.0
275,20,RL,76.0,8314.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,7.0,1982,1982,Gable,CompShg,HdBoard,ImStucc,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546.0,Unf,0,270.0,816,GasA,TA,Y,SBrkr,816.0,0,0,816.0,0.0,0,1,0,2.0,1,TA,5,Typ,0.0,Attchd,1982.0,Unf,1.0,264.0,TA,TA,Y,168,0,0,0,0,0,0,6,2007,WD,Normal,124500.0,25.0,1.0,1632.0,35.0
276,50,RL,55.0,7264.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7.0,7.0,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0,952.0,952,GasW,Gd,N,SBrkr,952.0,596,0,1548.0,0.0,0,2,1,3.0,1,Ex,5,Typ,0.0,Detchd,1978.0,Unf,2.0,672.0,TA,TA,Y,74,0,0,0,0,0,0,10,2009,WD,Normal,205000.0,84.0,2.5,2500.0,49.0
277,20,RL,107.5,9196.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7.0,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0,1560.0,1560,GasA,Ex,Y,SBrkr,1560.0,0,0,1560.0,0.0,0,2,0,3.0,1,Gd,7,Typ,0.0,Attchd,2003.0,Fin,2.0,573.0,TA,TA,Y,100,150,0,0,0,0,0,4,2010,WD,Normal,201000.0,7.0,2.0,3120.0,35.0
278,20,RL,107.5,17673.5,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4.0,5.0,1951,1951,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,Unf,0,744.0,864,GasA,Ex,Y,SBrkr,864.0,0,0,864.0,0.0,0,1,0,2.0,1,TA,4,Typ,0.0,Detchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,141000.0,59.0,1.0,1728.0,20.0
279,20,RL,107.0,14450.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9.0,5.0,2006,2007,Gable,CompShg,CemntBd,CmentBd,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0,1685.5,2052,GasA,Ex,Y,SBrkr,2121.0,0,0,2121.0,0.0,0,2,1,3.0,1,Ex,8,Typ,1.0,Attchd,2007.0,Fin,3.0,732.0,TA,TA,Y,124,98,0,0,0,0,0,5,2007,New,Partial,415298.0,1.0,2.5,4173.0,45.0
280,60,RL,83.0,10005.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7.0,5.0,1977,1977,Hip,CompShg,Plywood,Plywood,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392.0,Unf,0,768.0,1160,GasA,Ex,Y,SBrkr,1156.0,866,0,2022.0,0.0,0,2,1,4.0,1,TA,8,Typ,1.0,Attchd,1977.0,Fin,2.0,505.0,TA,TA,Y,288,117,0,0,0,0,0,3,2008,WD,Normal,192000.0,31.0,2.5,3182.0,35.0
281,60,RL,82.0,11287.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,6.0,1989,1989,Gable,CompShg,Plywood,Plywood,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421.0,Unf,0,386.0,807,GasA,Gd,Y,SBrkr,1175.0,807,0,1982.0,0.0,0,2,1,3.0,1,Gd,7,Typ,1.0,Attchd,1989.0,Fin,2.0,575.0,TA,TA,Y,0,84,0,0,0,0,0,1,2007,WD,Normal,228500.0,18.0,2.5,2789.0,42.0
282,20,FV,60.0,7200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6.0,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905.0,Unf,0,357.0,1262,GasA,Gd,Y,SBrkr,1262.0,0,0,1262.0,0.0,0,2,0,2.0,1,Gd,5,Typ,0.0,Attchd,2006.0,Fin,2.0,572.0,TA,TA,Y,0,120,0,0,0,0,0,5,2006,New,Partial,185000.0,0.0,2.0,2524.0,30.0
283,120,RL,34.0,5063.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7.0,5.0,2007,2008,Gable,CompShg,VinylSd,VinylSd,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0,410.0,1314,GasA,Ex,Y,SBrkr,1314.0,0,0,1314.0,1.0,0,2,0,2.0,1,Gd,6,Typ,1.0,Attchd,2008.0,RFn,2.0,626.0,TA,TA,Y,172,62,0,0,0,0,0,4,2009,ConLw,Normal,207500.0,2.0,3.0,2628.0,35.0
284,20,RL,74.0,9612.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8.0,5.0,2008,2009,Gable,CompShg,VinylSd,VinylSd,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1468.0,1468,GasA,Ex,Y,SBrkr,1468.0,0,0,1468.0,0.0,0,2,0,3.0,1,Gd,6,Typ,1.0,Attchd,2008.0,Fin,3.0,898.0,TA,TA,Y,210,150,0,0,0,0,0,12,2009,New,Partial,244600.0,1.0,2.0,2936.0,40.0
285,120,RL,50.0,8012.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6.0,5.0,1992,1992,Gable,CompShg,Plywood,ImStucc,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0,1145.0,1575,GasA,Gd,Y,SBrkr,1575.0,0,0,1575.0,1.0,0,2,0,2.0,1,Gd,5,Typ,0.0,Attchd,1992.0,RFn,2.0,529.0,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,179200.0,15.0,3.0,3150.0,30.0
286,145,FV,35.0,4251.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7.0,5.0,2006,2007,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,625.0,625,GasA,Ex,Y,SBrkr,625.0,625,0,1250.0,0.0,0,2,1,2.0,1,Gd,5,Typ,0.0,Detchd,2006.0,RFn,2.0,528.0,TA,TA,Y,0,54,0,0,0,0,0,6,2007,New,Partial,164700.0,1.0,2.5,1875.0,35.0
287,50,RL,77.0,9786.0,Pave,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0,312.0,912,GasA,TA,Y,SBrkr,1085.0,649,0,1734.0,0.0,0,1,1,3.0,1,Gd,7,Typ,1.0,Attchd,1962.0,RFn,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,159000.0,44.0,1.5,2646.0,42.0
288,20,RL,69.0,8125.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,4.0,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,614.0,Unf,0,244.0,858,GasA,TA,Y,SBrkr,858.0,0,0,858.0,0.0,0,1,0,3.0,1,TA,5,Typ,0.0,Attchd,1980.0,Unf,0.0,0.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,88000.0,35.0,1.0,1716.0,16.0
289,20,RL,69.0,9819.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1967,1967,Gable,CompShg,MetalSd,MetalSd,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,Unf,0,432.0,882,GasA,TA,Y,SBrkr,900.0,0,0,900.0,0.0,0,1,0,3.0,1,TA,5,Typ,0.0,Detchd,1970.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,0,2,2010,WD,Normal,122000.0,43.0,1.0,1782.0,25.0
290,70,RL,60.0,8730.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6.0,7.0,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,698.0,698,GasA,Ex,Y,FuseA,698.0,698,0,1396.0,0.0,0,1,0,3.0,1,TA,7,Typ,0.0,Detchd,2003.0,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,153575.0,92.0,1.0,2094.0,42.0
291,60,RL,107.5,15611.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1079.0,1079,GasA,Ex,Y,SBrkr,1079.0,840,0,1919.0,0.0,0,2,1,3.0,1,Gd,8,Typ,1.0,Attchd,2006.0,RFn,2.0,685.0,Gd,TA,Y,0,51,0,0,0,0,0,7,2006,New,Partial,233230.0,0.0,2.5,2998.0,40.0
292,145,RL,55.0,5687.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5.0,6.0,1912,2000,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Fa,PConc,TA,Fa,No,Rec,210.0,Unf,0,570.0,780,GasA,Ex,N,SBrkr,936.0,780,0,1716.0,1.0,0,2,0,4.5,1,Fa,9,Typ,0.0,Attchd,1980.0,Unf,0.0,0.0,TA,TA,N,0,170,0,0,0,0,0,3,2008,WD,Normal,135900.0,96.0,3.0,2496.0,30.0
293,50,RL,60.0,11409.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,4.0,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292.0,Unf,0,476.0,768,GasA,Gd,Y,SBrkr,1148.0,568,0,1716.0,0.0,0,1,1,3.0,1,TA,8,Min2,1.0,Attchd,1949.0,Unf,1.0,281.0,TA,TA,Y,0,0,0,0,0,0,0,1,2009,WD,Normal,131000.0,60.0,1.5,2484.0,20.0
294,60,RL,69.0,16659.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7.0,7.0,1977,1994,Gable,CompShg,Plywood,Plywood,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795.0,Unf,0,0.0,795,GasA,Fa,Y,SBrkr,1468.0,795,0,2263.0,1.0,0,2,1,3.0,1,Gd,9,Typ,1.0,Attchd,1977.0,Fin,2.0,539.0,TA,TA,Y,0,170,0,0,0,0,0,3,2006,WD,Normal,235000.0,29.0,3.5,3058.0,49.0
295,20,RL,80.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1953,1953,Hip,CompShg,HdBoard,HdBoard,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285.0,Unf,0,131.0,1416,GasA,TA,Y,SBrkr,1644.0,0,0,1644.0,1.0,0,1,0,3.0,1,TA,7,Typ,2.0,Attchd,1953.0,Fin,2.0,418.0,TA,TA,Y,110,0,0,0,0,0,0,10,2009,WD,Normal,167000.0,56.0,2.0,3060.0,30.0
296,80,RL,37.0,7937.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6.0,6.0,1984,1984,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,819.0,Unf,0,184.0,1003,GasA,TA,Y,SBrkr,1003.0,0,0,1003.0,1.0,0,1,0,3.0,1,TA,6,Typ,0.0,Detchd,1984.0,Unf,2.0,588.0,TA,TA,Y,120,0,0,0,0,0,0,3,2006,WD,Normal,142500.0,22.0,2.0,2006.0,36.0
297,50,RM,75.0,13710.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,420.0,Unf,0,490.0,910,GasA,TA,Y,FuseA,910.0,648,0,1558.0,0.0,0,1,1,4.0,1,TA,6,Typ,0.0,Attchd,1950.0,Unf,1.0,282.0,TA,TA,Y,289,0,0,0,0,0,0,6,2007,WD,Normal,152000.0,57.0,1.5,2468.0,25.0
298,60,FV,66.0,7399.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,1997,1998,Hip,CompShg,VinylSd,VinylSd,410.625,Gd,TA,PConc,Gd,TA,No,BLQ,649.0,Unf,0,326.0,975,GasA,Ex,Y,SBrkr,975.0,975,0,1950.0,0.0,0,2,1,3.0,1,Gd,7,Typ,1.0,Detchd,1997.0,RFn,2.0,576.0,TA,TA,Y,0,10,0,0,0,0,0,6,2007,WD,Normal,239000.0,10.0,2.5,2925.0,35.0
299,60,RL,90.0,11700.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6.0,6.0,1968,1968,Mansard,CompShg,HdBoard,AsphShn,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384.0,Rec,0,143.0,702,GasA,Gd,Y,SBrkr,1041.0,702,0,1743.0,0.0,0,1,2,3.0,1,TA,7,Typ,1.0,Attchd,1968.0,Unf,2.0,539.0,TA,TA,Y,224,0,0,0,0,0,0,6,2007,WD,Normal,175000.0,39.0,2.0,2445.0,36.0
300,20,RL,80.0,14000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6.0,7.5,1950,2004,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0,1092.0,1092,GasA,Ex,Y,SBrkr,1152.0,0,0,1152.0,0.0,0,1,0,3.0,1,Gd,6,Typ,1.0,Attchd,1950.0,Unf,1.0,300.0,TA,TA,Y,0,36,0,0,0,0,0,8,2009,WD,Family,158500.0,59.0,1.0,2244.0,45.0
301,145,RL,90.0,15750.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5.0,5.0,1953,1953,Hip,CompShg,MetalSd,MetalSd,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,Unf,0,324.0,1165,GasA,TA,Y,SBrkr,1336.0,0,0,1336.0,1.0,0,1,0,2.0,1,TA,5,Typ,2.0,Attchd,1953.0,Unf,1.0,375.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,157000.0,53.0,2.0,2501.0,25.0
302,60,RL,66.0,16226.0,Pave,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,5.0,1998,1999,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281.0,Unf,0,747.0,1028,GasA,Ex,Y,SBrkr,1210.0,1242,0,2452.0,0.0,0,2,1,4.0,1,Gd,9,Typ,1.0,BuiltIn,1998.0,Fin,2.0,683.0,TA,TA,Y,208,50,0,0,0,0,0,5,2007,WD,Normal,267000.0,9.0,2.5,3480.0,40.0
303,20,RL,107.5,13704.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2001,2002,Gable,CompShg,VinylSd,VinylSd,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1541.0,1541,GasA,Ex,Y,SBrkr,1541.0,0,0,1541.0,0.0,0,2,0,3.0,1,Gd,6,Typ,1.0,Attchd,2001.0,RFn,3.0,843.0,TA,TA,Y,420,81,0,0,0,0,0,1,2006,WD,Normal,205000.0,5.0,2.0,3082.0,35.0
304,20,RL,70.0,9800.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,7.0,1972,1972,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,ALQ,894.0,Unf,0,0.0,894,GasA,TA,Y,SBrkr,894.0,0,0,894.0,1.0,0,1,0,3.0,1,TA,5,Typ,0.0,Attchd,1975.0,Unf,2.0,552.0,TA,TA,Y,256,0,0,0,0,0,0,7,2006,WD,Abnorml,149900.0,34.0,2.0,1788.0,35.0
305,75,RM,87.0,17673.5,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7.0,7.5,1885,2002,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1470.0,1470,GasA,Ex,Y,SBrkr,1675.0,1818,0,2747.625,0.0,0,3,0,3.0,1,Gd,10,Typ,1.0,Attchd,2003.0,Unf,3.0,870.0,TA,TA,Y,302,0,0,0,0,0,0,5,2008,WD,Normal,295000.0,123.0,3.0,4217.625,52.5
306,20,RL,80.0,10386.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2004,2005,Gable,CompShg,CemntBd,CmentBd,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464.0,Unf,0,536.0,2000,GasA,Ex,Y,SBrkr,2000.0,0,0,2000.0,1.0,0,2,0,3.0,1,Gd,8,Typ,0.0,Attchd,2004.0,Fin,3.0,888.0,TA,TA,Y,168,0,0,0,0,0,0,7,2007,WD,Normal,305900.0,3.0,3.0,4000.0,40.0
307,60,RL,107.5,13474.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7.0,5.0,1990,1991,Gable,CompShg,HdBoard,Plywood,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,700.0,Unf,0,0.0,700,GasA,Gd,Y,SBrkr,1122.0,1121,0,2243.0,1.0,0,2,1,4.0,1,Gd,8,Typ,1.0,Attchd,1990.0,RFn,3.0,746.0,TA,TA,Y,127,44,0,0,0,0,0,6,2007,WD,Normal,225000.0,17.0,3.5,2943.0,35.0
308,50,RM,69.0,7920.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6.0,7.0,1920,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0,319.0,319,GasA,TA,Y,FuseA,1035.0,371,0,1406.0,0.0,0,1,0,3.0,1,Fa,6,Typ,0.0,Attchd,1980.0,Unf,0.0,0.0,TA,TA,N,0,144,0,0,0,0,0,3,2008,WD,Normal,89500.0,88.0,1.0,1725.0,42.0
309,30,RL,69.0,12342.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,1940,1950,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262.0,Unf,0,599.0,861,GasA,Ex,Y,SBrkr,861.0,0,0,861.0,0.0,0,1,0,1.0,1,TA,4,Typ,0.0,Detchd,1961.0,Unf,2.0,539.0,TA,TA,Y,158,0,0,0,0,0,0,3,2009,WD,Normal,82500.0,69.0,1.0,1722.0,20.0
310,20,RL,90.0,12378.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9.0,5.0,2003,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0,622.0,1896,GasA,Ex,Y,SBrkr,1944.0,0,0,1944.0,1.0,0,2,0,3.0,1,Ex,8,Typ,2.5,Attchd,2003.0,Fin,3.0,708.0,TA,TA,Y,208,170,0,0,0,0,0,11,2006,WD,Normal,360000.0,3.0,3.0,3840.0,45.0
311,60,RL,69.0,7685.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1993,1994,Gable,CompShg,HdBoard,HdBoard,112.0,TA,TA,PConc,Gd,TA,No,ALQ,518.0,Unf,0,179.0,697,GasA,Gd,Y,SBrkr,697.0,804,0,1501.0,0.0,0,2,1,3.0,1,Gd,6,Typ,1.0,Attchd,1993.0,Fin,2.0,420.0,TA,TA,Y,190,63,0,0,0,0,0,5,2006,WD,Normal,165600.0,13.0,2.5,2198.0,30.0
312,20,RL,50.0,8000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1948,2002,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680.0,Unf,0,292.0,972,GasA,Ex,Y,SBrkr,972.0,0,0,972.0,1.0,0,1,0,2.0,1,TA,5,Typ,1.0,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,132000.0,61.0,2.0,1944.0,36.0
313,145,RM,65.0,7800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5.0,7.0,1939,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507.0,Unf,0,286.0,793,GasA,TA,Y,SBrkr,793.0,325,0,1118.0,1.0,0,1,0,3.0,1,TA,5,Typ,1.0,Detchd,1939.0,Unf,2.0,410.0,TA,TA,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,119900.0,67.0,2.0,1911.0,35.0
314,20,RL,107.5,17673.5,Pave,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7.0,5.0,1965,1965,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236.0,Rec,0,80.0,2052,GasW,TA,Y,SBrkr,2036.0,0,0,2036.0,2.0,0,2,0,3.0,1,TA,8,Typ,2.0,Attchd,1965.0,RFn,2.0,513.0,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,375000.0,44.0,4.0,4088.0,35.0
315,70,RM,60.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7.0,7.0,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16.0,Unf,0,712.0,728,GasA,Ex,Y,SBrkr,832.0,809,0,1641.0,0.0,0,1,1,3.0,1,Ex,6,Typ,1.0,Detchd,1925.0,Unf,2.0,546.0,Fa,TA,Y,0,0,0,0,0,0,0,8,2006,WD,Normal,178000.0,81.0,1.5,2369.0,49.0
316,60,RL,71.0,7795.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2004,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425.0,Unf,0,291.0,716,GasA,Ex,Y,SBrkr,716.0,716,0,1432.0,1.0,0,2,1,3.0,1,Gd,6,Typ,1.0,Attchd,2004.0,Fin,2.0,432.0,TA,TA,Y,100,51,0,0,0,0,0,7,2009,WD,Normal,188500.0,5.0,3.5,2148.0,35.0
